Country,Comments,lower_comments,character,rovio,crash,frustrat,disapp,hat,n't,wait,annoy,sham,proble,waste,ruin,terrible,delet,uninstall,bad,rubbish,garbage,junk,crap,not,sum_1,negative
US,"The app needs and update. I'm not able to play  angrybirds 2 anymore because the app keeps crashing. Y'all need to update and kill bugs on this app, so I can finish enjoying playing  angrybirds 2.","the app needs and update. i'm not able to play  angrybirds 2 anymore because the app keeps crashing. y'all need to update and kill bugs on this app, so i can finish enjoying playing  angrybirds 2.",196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
US,"The game looks great but they destroyed the original gameplay that we all used to know and love.  The biggest effort they put into this game was changing how they bug you for money, and in app crap purchases.  I miss the old  angrybirds that was challenging, had infinite replay ability, no ads, and no in app purchases.","the game looks great but they destroyed the original gameplay that we all used to know and love.  the biggest effort they put into this game was changing how they bug you for money, and in app crap purchases.  i miss the old  angrybirds that was challenging, had infinite replay ability, no ads, and no in app purchases.",320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
US,Worst game ever,worst game ever,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"They reduced the number of lives.  They made the game so sensitive that birds launch randomly on their own... I'm completely done for now... May try a future version, but these money grubbers are trying to force us to pay to play... Would give a zero if possible now... At release a 4.5/5","they reduced the number of lives.  they made the game so sensitive that birds launch randomly on their own... i'm completely done for now... may try a future version, but these money grubbers are trying to force us to pay to play... would give a zero if possible now... at release a 4.5/5",288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,You start to see the same stuctures in levels as you go. Gets boring.,you start to see the same stuctures in levels as you go. gets boring.,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Terrible in app purchases,terrible in app purchases,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
US,If it was not for all the crashes,if it was not for all the crashes,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
US,This game keeps me hooked.,this game keeps me hooked.,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Loved this game at the start. Then when you did the update it crashes after one game on my iPad 2. I have complained and nothing is being done. So I'm done will not waste my time or money on this again!,loved this game at the start. then when you did the update it crashes after one game on my ipad 2. i have complained and nothing is being done. so i'm done will not waste my time or money on this again!,202,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1
US,I have all the versions of  angrybirds and live the new boards.,i have all the versions of  angrybirds and live the new boards.,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Fun!  I'm hooked again!,fun!  i'm hooked again!,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"It took a little while to get used to the new layout but so far, I like it!","it took a little while to get used to the new layout but so far, i like it!",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,This game was great with 5 lives. Having only 3 lives makes it too hard to play very many levels in the upper 100s before running out of lives.,this game was great with 5 lives. having only 3 lives makes it too hard to play very many levels in the upper 100s before running out of lives.,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"Better graphics and options, too addictive","better graphics and options, too addictive",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Love it! You can appreciate the time that was put into this game! Great job Roxio! I'm huge fan of this sequal!,love it! you can appreciate the time that was put into this game! great job roxio! i'm huge fan of this sequal!,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,"So far, so good. Love the new graphics, hate the ads and, well... Really, Rovio? Lame. And by now you know exactly what I'm talking about.  Weak. You all never needed to stoop to that level and I'm sure a great deal of your staff agrees. C'mon, people.","so far, so good. love the new graphics, hate the ads and, well... really, rovio? lame. and by now you know exactly what i'm talking about.  weak. you all never needed to stoop to that level and i'm sure a great deal of your staff agrees. c'mon, people.",252,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
US,"I was really enjoying this game until I downloaded the update. Now the game crashes after EVERY SINGLE LEVEL. And now that I'm up to level 130, the game will not let me play it at all.  It keeps crashing. PLEASE FIX IT!!!","i was really enjoying this game until i downloaded the update. now the game crashes after every single level. and now that i'm up to level 130, the game will not let me play it at all.  it keeps crashing. please fix it!!!",221,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
US,Why? This WAS the best game ever and you have totally ruined it for me.  I am replaying old games from the early years.,why? this was the best game ever and you have totally ruined it for me.  i am replaying old games from the early years.,119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
US,I would rather pay for the app outright and have unlimited lives than get it for free and have to pay to play.  But I admit I enjoy this game overall.,i would rather pay for the app outright and have unlimited lives than get it for free and have to pay to play.  but i admit i enjoy this game overall.,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"This is a really cool app, however it is very buggy and keeps crashing!!!!!! Please fix!","this is a really cool app, however it is very buggy and keeps crashing!!!!!! please fix!",88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,Not sure why others are having problems with crashing. It works fine for me and is a fun sequel to the original  angrybirds.,not sure why others are having problems with crashing. it works fine for me and is a fun sequel to the original  angrybirds.,124,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1
US,Very little time to play before its hounding you to buy gems or lives..  Complete disrespect to anyone who might have loved the franchise.,very little time to play before its hounding you to buy gems or lives..  complete disrespect to anyone who might have loved the franchise.,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"I've no doubt the fate of the previous game shall befall this equally named title of numerical enhancement. Sorry I'm high, but that makes this game even better, considering the fact that the fate of the previous game was that it simply got, well, boring.  angrybirds 2 is a solid mobile and tablet game, but only the truest of fans will brave the endless levels of construction deconstruction madness that this title has to offer. Not to mention the updates that are sure to come, bringing with them more dementia inducing puzzles for you to solve. All in all, good game, but you will eventually all release the monotony of it. Tis all y'all. #420BlazeIT!!","i've no doubt the fate of the previous game shall befall this equally named title of numerical enhancement. sorry i'm high, but that makes this game even better, considering the fact that the fate of the previous game was that it simply got, well, boring.  angrybirds 2 is a solid mobile and tablet game, but only the truest of fans will brave the endless levels of construction deconstruction madness that this title has to offer. not to mention the updates that are sure to come, bringing with them more dementia inducing puzzles for you to solve. all in all, good game, but you will eventually all release the monotony of it. tis all y'all. #420blazeit!!",657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
US,KEEPS CRASHING ALOT,keeps crashing alot,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,"I   really dont  understand  other peoples complaints about this game... Yes it is free, and yes u have to pay for extra lives, but if you beat the level & wanna play it again to get 3 stars u can do so without using a life... Sorry guys, you CANT beat the game in ONE day!!!... I feel like that is their only complaint...","i   really dont  understand  other peoples complaints about this game... yes it is free, and yes u have to pay for extra lives, but if you beat the level & wanna play it again to get 3 stars u can do so without using a life... sorry guys, you cant beat the game in one day!!!... i feel like that is their only complaint...",322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,Bar goes backwards when load screen appears even on wifi. -have iPhone 4,bar goes backwards when load screen appears even on wifi. -have iphone 4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"Takes to long to start and end levels, seasons were better at that. Why did int you just add the graphics to seasons. Pleas do that","takes to long to start and end levels, seasons were better at that. why did int you just add the graphics to seasons. pleas do that",131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,"I thought for sure the 2nd game would be your best yet, but paying for more lives and lives in general, waiting an hour for even one life to recharge, and not even getting unlimited mighty eagles from the last game is so bad for this game. Lastly earlier games were fun for all ages to play with unlimited uses all the time, now kids have to beg for more lives from parents just to mess around on levels, so I hope you fix this Rovio. Even so good graphics and gameplay","i thought for sure the 2nd game would be your best yet, but paying for more lives and lives in general, waiting an hour for even one life to recharge, and not even getting unlimited mighty eagles from the last game is so bad for this game. lastly earlier games were fun for all ages to play with unlimited uses all the time, now kids have to beg for more lives from parents just to mess around on levels, so i hope you fix this rovio. even so good graphics and gameplay",469,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1
US,"What a disappointment. Multitasking is a joke with this game. I spent 60 gems to give me extra cards to finish a level and had to swap out of the app. I came back and the app had reset itself! I lost my gems AND my life attempt on the level. This has to be a joke, no one could program like this and get paid.","what a disappointment. multitasking is a joke with this game. i spent 60 gems to give me extra cards to finish a level and had to swap out of the app. i came back and the app had reset itself! i lost my gems and my life attempt on the level. this has to be a joke, no one could program like this and get paid.",309,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
US,"Great graphics, love the dynamic reset of levels but the amount of expected in app purchase is ridiculous.  Could've been great. Think this is the end of my interest in the  angrybirds franchise.","great graphics, love the dynamic reset of levels but the amount of expected in app purchase is ridiculous.  could've been great. think this is the end of my interest in the  angrybirds franchise.",195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,On my iPod (5th gen) on iOS 8.4.1 the app completely crashes when I try to start a game.,on my ipod (5th gen) on ios 8.4.1 the app completely crashes when i try to start a game.,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,"If you are going to have a pay as you go system, make sure your game actually works. Too many times I've had two birds used when I only sent one. Very disappointing.","if you are going to have a pay as you go system, make sure your game actually works. too many times i've had two birds used when i only sent one. very disappointing.",165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,This game is very beast,this game is very beast,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"I was looking forward to this game but it keeps crashing!  I have uninstalled it, reinstalled it, but it keeps crashing.    I think I'll just uninstall this game and leave it in the cloud.","i was looking forward to this game but it keeps crashing!  i have uninstalled it, reinstalled it, but it keeps crashing.    i think i'll just uninstall this game and leave it in the cloud.",188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
US,This thing crashes almost every time I try to start a level. What's that smell? It's this game!,this thing crashes almost every time i try to start a level. what's that smell? it's this game!,95,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
US,Mind-numbingly time consuming,mind-numbingly time consuming,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Any app's objective is supposed to want you to play more. They reduced the lives to 3. Now I play for 5 minutes and am done. Sure you could pay to continue but I refuse. It's a money grab at its worse. Graphics are great. Levels get repetitive real quick. Some levels are set up to make you burn lives. But all it takes is $$$ and you could have 3 more lives!!! Already deleted.,any app's objective is supposed to want you to play more. they reduced the lives to 3. now i play for 5 minutes and am done. sure you could pay to continue but i refuse. it's a money grab at its worse. graphics are great. levels get repetitive real quick. some levels are set up to make you burn lives. but all it takes is $$$ and you could have 3 more lives!!! already deleted.,378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
US,Great animation and gameplay.,great animation and gameplay.,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,It's ok just think the bird cards is a lil annoying,it's ok just think the bird cards is a lil annoying,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,Really five lives I'd rather just buy a full version game with no lives. And when u watch a video to get a extra bird. It does not even give a bird ton use. For example. Blue bird breaks ice. But the level u got to beat is all gray blocks.,really five lives i'd rather just buy a full version game with no lives. and when u watch a video to get a extra bird. it does not even give a bird ton use. for example. blue bird breaks ice. but the level u got to beat is all gray blocks.,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
US,"The graphics are improved, that's why I gave it One Star. The \Pay as You Play\"" and Constant \""Advertising\"" makes this the last \"" angrybirds\"" I'll be bothering with.  It's a shame, I had to replace screen savers because I have and played Every game they came out with, now the Franchise is going to Die.""","the graphics are improved, that's why i gave it one star. the \pay as you play\"" and constant \""advertising\"" makes this the last \"" angrybirds\"" i'll be bothering with.  it's a shame, i had to replace screen savers because i have and played every game they came out with, now the franchise is going to die.""",308,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
US,It's fun,it's fun,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,I never thought I was so good at this game??,i never thought i was so good at this game??,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Could be better.,could be better.,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"I was so stoked when I saw the first trailer for  angrybirds 2. This was going to be an incredible sequel and I could not wait to try it out. I am so glad this was not a paid app. Rovio Entertainment really flipped the bird with this one. In all the other  angrybirds games, you can pay for power-ups but the game can be fully played without them. In  angrybirds 2 that is not the case. You can only play so far before you start dishing out more and more money. What I do not understand is why a company as big as Rovio would feel the need to create an app that will require people to pay so much money in order to complete. How could they not see this would eventually hurt them badly?  Dear Rovio Entertainment, Your greed and lust for money will be your downfall very soon if  angrybirds 2 is the kind of garbage you plan on creating from here on out.","i was so stoked when i saw the first trailer for  angrybirds 2. this was going to be an incredible sequel and i could not wait to try it out. i am so glad this was not a paid app. rovio entertainment really flipped the bird with this one. in all the other  angrybirds games, you can pay for power-ups but the game can be fully played without them. in  angrybirds 2 that is not the case. you can only play so far before you start dishing out more and more money. what i do not understand is why a company as big as rovio would feel the need to create an app that will require people to pay so much money in order to complete. how could they not see this would eventually hurt them badly?  dear rovio entertainment, your greed and lust for money will be your downfall very soon if  angrybirds 2 is the kind of garbage you plan on creating from here on out.",854,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,1
US,Great game,great game,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"I was looking forward to new version of  angrybirds. I like the original's deeply engaging puzzles and the challenge of getting three stars for all levels. The new version is none of that. It's all about quick results, flash and boom, and then pay to play some more.   No thanks!","i was looking forward to new version of  angrybirds. i like the original's deeply engaging puzzles and the challenge of getting three stars for all levels. the new version is none of that. it's all about quick results, flash and boom, and then pay to play some more.   no thanks!",279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,"I see quite a few posts about people complaining that you have to pay money and/or wait for lives; big deal! Most games like this are that way now; get over it!  The graphics are awesome, and this is a worthy successor to the original  angrybirds!","i see quite a few posts about people complaining that you have to pay money and/or wait for lives; big deal! most games like this are that way now; get over it!  the graphics are awesome, and this is a worthy successor to the original  angrybirds!",247,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
US,There is no other point to this game other than them pulling every trick in the book to access your wallet!,there is no other point to this game other than them pulling every trick in the book to access your wallet!,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Good job on (finally) making a sequel!,good job on (finally) making a sequel!,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,I really love this  angrybirds 2! It's AWESOME!!!,i really love this  angrybirds 2! it's awesome!!!,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Totally radical brah!! I could ride this wave all the way to the shore! Doodly doodly doot doot!!!!,totally radical brah!! i could ride this wave all the way to the shore! doodly doodly doot doot!!!!,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,The shut,the shut,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"I really want to like this game.  When I can actually play it, it is enjoyable.  However it crashes so much that I usually get to frustrated to even keep trying.","i really want to like this game.  when i can actually play it, it is enjoyable.  however it crashes so much that i usually get to frustrated to even keep trying.",161,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
US,"The graphics of  angrybirds 2 is outstanding. The animation is beautiful and the characters are very lively. However, when playing  angrybirds 2 I get the feeling that I'm playing a casino game more than I am playing a mobile phone game, i'm constantly losing for reasons out of my control, many times floating pigs can get into places that you can not reach, The payout versus play is absolutely horrible, forcing you to pay for gems, and The further you get into  levels, The harder the pigs get to kill to the point that rocks can not even kill them  The advertising this game is so thick you would think it's a joke. I do like the catered bonus card advertisements,  very clever, but even those spells feel like they are nerfed.  It feels unbalanced in the way that you have to pay for gems in order to keep advancing it's not fun enough to keep my attention that long I quickly move on to other games.","the graphics of  angrybirds 2 is outstanding. the animation is beautiful and the characters are very lively. however, when playing  angrybirds 2 i get the feeling that i'm playing a casino game more than i am playing a mobile phone game, i'm constantly losing for reasons out of my control, many times floating pigs can get into places that you can not reach, the payout versus play is absolutely horrible, forcing you to pay for gems, and the further you get into  levels, the harder the pigs get to kill to the point that rocks can not even kill them  the advertising this game is so thick you would think it's a joke. i do like the catered bonus card advertisements,  very clever, but even those spells feel like they are nerfed.  it feels unbalanced in the way that you have to pay for gems in order to keep advancing it's not fun enough to keep my attention that long i quickly move on to other games.",906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
US,very nice game thank you????,very nice game thank you????,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Game was fun at first but lately can not play because game consistently boots me off without loading level. If not fixed would not bother to download  angrybirds 2.,game was fun at first but lately can not play because game consistently boots me off without loading level. if not fixed would not bother to download  angrybirds 2.,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
US,"I really enjoy this game. I've bought the premium currency. But now, with the new update, the developers have made it clear they do not value my time or money as much as they used to. They're probably laughing to the bank but why decrease the lives? Why show ads after I've already purchased the gems? For shame.","i really enjoy this game. i've bought the premium currency. but now, with the new update, the developers have made it clear they do not value my time or money as much as they used to. they're probably laughing to the bank but why decrease the lives? why show ads after i've already purchased the gems? for shame.",312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
US,"Solid fun game..... Then the UPDATE! I went from 5 lives that refill every 10 minutes, to 3 lives that refill every 30 minutes. As if this was not insulting as a supporter of your game enough, you now put in ads that I have to watch between levels AND suddenly I have tiny pigs getting smacked by boulders and surviving, pigs falling from ledges and laughing afterwards, spells dropping ducks onto platforms and they do not even move....really?   I would video and report these \issues\"" because the response Rovio would give is that they need to know to fix them, but if they were putting as much attention into fixing their game play as they are into how to charge their game players more, than they would not be getting so many complaints.   It's a money grab :-( I will no longer support you and I encourage others to not pay to play either. If you enjoy the free limited app go for it, but the same trick pony play will happen when you pay to get more lives or spells.""","solid fun game..... then the update! i went from 5 lives that refill every 10 minutes, to 3 lives that refill every 30 minutes. as if this was not insulting as a supporter of your game enough, you now put in ads that i have to watch between levels and suddenly i have tiny pigs getting smacked by boulders and surviving, pigs falling from ledges and laughing afterwards, spells dropping ducks onto platforms and they do not even move....really?   i would video and report these \issues\"" because the response rovio would give is that they need to know to fix them, but if they were putting as much attention into fixing their game play as they are into how to charge their game players more, than they would not be getting so many complaints.   it's a money grab :-( i will no longer support you and i encourage others to not pay to play either. if you enjoy the free limited app go for it, but the same trick pony play will happen when you pay to get more lives or spells.""",974,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
US,"This game has a bunch of bugs. The app will close automatically, even with the updates.","this game has a bunch of bugs. the app will close automatically, even with the updates.",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,I wish it were like the old game in that the levels were more predictable,i wish it were like the old game in that the levels were more predictable,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,A truly worthy sequel.,a truly worthy sequel.,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,This is The Best After Shin In Space ...,this is the best after shin in space ...,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,My daughter is always asking to play this game and it is so addicting!!!,my daughter is always asking to play this game and it is so addicting!!!,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Fun addicting game. I'm glad they sequel,fun addicting game. i'm glad they sequel,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,"The life system is absolutely atrocious, and sometimes both my targeting ridicule along with my cards disappear.  So on one end I do not know where I'm aiming, and another I can not choose a new bird (nor know which bird I'm using)","the life system is absolutely atrocious, and sometimes both my targeting ridicule along with my cards disappear.  so on one end i do not know where i'm aiming, and another i can not choose a new bird (nor know which bird i'm using)",231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
US,"The net effect of the new freemium model (limited lives, paying to avoid 30+ minute waits for lives to refresh, etc.) is that I just play far less  angrybirds than I would otherwise.   Add in the fact that the level design seems to be trying to make things impossible to clear (how do you clear a four-part boss stage with five birds?) and it becomes clear that this game becomes boring and stale very quickly. Too bad.","the net effect of the new freemium model (limited lives, paying to avoid 30+ minute waits for lives to refresh, etc.) is that i just play far less  angrybirds than i would otherwise.   add in the fact that the level design seems to be trying to make things impossible to clear (how do you clear a four-part boss stage with five birds?) and it becomes clear that this game becomes boring and stale very quickly. too bad.",419,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
US,I just got it and as soon as I clicked /tapped level 2 it crashed and it did the same when I clicked/tapped level 4. Could you please fix this ASAP I really wanna play it without crashes,i just got it and as soon as i clicked /tapped level 2 it crashed and it did the same when i clicked/tapped level 4. could you please fix this asap i really wanna play it without crashes,186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
US,Only 3 lives? This little!  Return more lives!!!,only 3 lives? this little!  return more lives!!!,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,Fun and more fun.,fun and more fun.,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,It crashes. Had it open it crashes. can not speak on playing never did. Looks like candy crush lives and it crashes. Wasted space and deleted.,it crashes. had it open it crashes. can not speak on playing never did. looks like candy crush lives and it crashes. wasted space and deleted.,142,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,1
US,This new game and most recent version...terrible will not even load anymore!  Should have just added/updated original from years ago.,this new game and most recent version...terrible will not even load anymore!  should have just added/updated original from years ago.,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1
US,"Recipe for failure:  1. build a great game that people love and pay for. 2. Borrow a ton of money and do some stupid hiring to build a needlessly large company around a one hit wonder. 3. Build crap games off of a single idea using the hundreds of people who were hired. 4. do not bother exploring any other IP, god no just keep building games about birds. 5. Come out with a sequel to the one hit wonder as a swan song and stuff it to the gills with pay walls and a bazillion commercials so that no one wants it.","recipe for failure:  1. build a great game that people love and pay for. 2. borrow a ton of money and do some stupid hiring to build a needlessly large company around a one hit wonder. 3. build crap games off of a single idea using the hundreds of people who were hired. 4. do not bother exploring any other ip, god no just keep building games about birds. 5. come out with a sequel to the one hit wonder as a swan song and stuff it to the gills with pay walls and a bazillion commercials so that no one wants it.",513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1
